"CircleName","RegionName","DivisionName","OfficeName","Pincode","OfficeType","Delivery","District","StateName","Latitude","Longitude"
"Kerala Circle","DivReportingCircle","Quilon Division","Oyur SO","691510","PO","Delivery","KOLLAM","KERALA","8.8700000","76.7800000"
"Kerala Circle","DivReportingCircle","Quilon Division","Pooyapally SO","691537","PO","Delivery","KOLLAM","KERALA","8.9100000","76.7600000"
"Kerala Circle","DivReportingCircle","Quilon Division","Puthurkollam SO","691507","PO","Delivery","KOLLAM","KERALA","9.0400000","76.7100000"
"Kerala Circle","DivReportingCircle","Quilon Division","Veliyam SO","691540","PO","Delivery","KOLLAM","KERALA","8.9100000","76.7700000"
"Kerala Circle","DivReportingCircle","Quilon Division","Vettikavala SO","691538","PO","Delivery","KOLLAM","KERALA","8.9900000","76.8300000"
"Kerala Circle","DivReportingCircle","Quilon Division","Karamcode SO","691579","PO","Delivery","KOLLAM","KERALA","8.8500000","76.7300000"
"Kerala Circle","DivReportingCircle","Quilon Division","Kilikollur SO","691004","PO","Delivery","KOLLAM","KERALA","8.9000000","76.6100000"
"Kerala Circle","DivReportingCircle","Quilon Division","Kottiyam SO","691571","PO","Delivery","KOLLAM","KERALA","8.8700000","76.6700000"
"Kerala Circle","DivReportingCircle","Quilon Division","Mayyanad SO","691303","PO","Delivery","KOLLAM","KERALA","8.8400000","76.6500000"
"Kerala Circle","DivReportingCircle","Quilon Division","Paravur SO Kollam","691301","PO","Delivery","KOLLAM","KERALA","8.8100000","76.6700000"
"Kerala Circle","DivReportingCircle","Quilon Division","Sakthikulangara SO","691581","PO","Delivery","KOLLAM","KERALA","8.9200000","76.5500000"
"Kerala Circle","DivReportingCircle","Quilon Division","Thangasserry SO","691007","PO","Delivery","KOLLAM","KERALA","8.8800000","76.5700000"
"Kerala Circle","DivReportingCircle","Quilon Division","Thekkumbhagom SO","691319","PO","Delivery","KOLLAM","KERALA","8.7900000","76.6700000"
"Kerala Circle","DivReportingCircle","Quilon Division","Uliyakovil SO","691019","PO","Delivery","KOLLAM","KERALA","8.9000000","76.6100000"
"Kerala Circle","DivReportingCircle","Quilon Division","Cheppara SO","691520","PO","Delivery","KOLLAM","KERALA","8.9400000","76.8000000"
"Kerala Circle","DivReportingCircle","Quilon Division","Pallickalkottarakara SO","691566","PO","Delivery","KOLLAM","KERALA","9.0200000","76.7700000"
"Kerala Circle","DivReportingCircle","Quilon Division","Nellikunnam SO","691527","PO","Delivery","KOLLAM","KERALA","8.9700000","76.7800000"
"Kerala Circle","DivReportingCircle","Quilon Division","Kannanallur SO","691576","PO","Delivery","KOLLAM","KERALA","8.9000000","76.6800000"
"Kerala Circle","DivReportingCircle","Quilon Division","Kollam Cutchery SO","691013","PO","Delivery","KOLLAM","KERALA","8.8900000","76.5800000"
"Kerala Circle","DivReportingCircle","Quilon Division","Kollam Taluk Cutchery SO","691001","PO","Non Delivery","KOLLAM","KERALA","8.5325130","76.3454740"
"Kerala Circle","DivReportingCircle","Quilon Division","Kundara SO","691501","PO","Delivery","KOLLAM","KERALA","8.9600000","76.6700000"
"Kerala Circle","DivReportingCircle","Quilon Division","Parippally SO","691574","PO","Delivery","KOLLAM","KERALA","8.8100000","76.7600000"
"Kerala Circle","DivReportingCircle","Quilon Division","Pattathanam SO","691021","PO","Delivery","KOLLAM","KERALA","8.8700000","76.6100000"
"Kerala Circle","DivReportingCircle","Quilon Division","Perinad SO","691601","PO","Delivery","KOLLAM","KERALA","8.9300000","76.6000000"
"Kerala Circle","DivReportingCircle","Quilon Division","Pullichira SO","691304","PO","Delivery","KOLLAM","KERALA","8.8500000","76.6600000"
"Kerala Circle","DivReportingCircle","Quilon Division","Thirumullavaram SO","691012","PO","Delivery","KOLLAM","KERALA","8.9000000","76.5700000"
"Kerala Circle","DivReportingCircle","Quilon Division","Chadayamangalam SO","691534","PO","Delivery","KOLLAM","KERALA","8.8700000","76.8700000"
"Kerala Circle","DivReportingCircle","Tiruvalla Division","Otherawest SO","689551","PO","Delivery","PATHANAMTHITTA","KERALA","9.3589180","76.6148790"
"Kerala Circle","DivReportingCircle","Tiruvalla Division","Pullad SO","689548","PO","Delivery","PATHANAMTHITTA","KERALA","9.3556944","76.6731944"
"Kerala Circle","DivReportingCircle","Tiruvalla Division","Puramattom SO","689543","PO","Delivery","PATHANAMTHITTA","KERALA","9.3868430","76.6557100"
"Kerala Circle","DivReportingCircle","Tiruvalla Division","Keezhvaipur SO","689587","PO","Delivery","PATHANAMTHITTA","KERALA","9.4400000","76.6500000"
"Kerala Circle","Kochi Region","Trichur Division","Kerala Agriuniversity SO","680656","PO","Delivery","THRISSUR","KERALA","10.3235620","76.1714200"
"Kerala Circle","Kochi Region","Trichur Division","Kurkancheri SO","680007","PO","Delivery","THRISSUR","KERALA","10.5034722","76.2113611"
"Kerala Circle","Kochi Region","Idukki Division","Idukki Colony SO","685602","PO","Delivery","IDUKKI","KERALA","9.8569722","76.9623056"
"Kerala Circle","Kochi Region","Idukki Division","Kallar SO","685552","PO","Delivery","IDUKKI","KERALA","9.8152778","77.1795833"
"Kerala Circle","Kochi Region","Idukki Division","Kulamavu SO","685601","PO","Delivery","IDUKKI","KERALA","9.7919722","76.8865000"
"Kerala Circle","Kochi Region","Idukki Division","Peermade SO","685531","PO","Delivery","IDUKKI","KERALA","9.5712778","76.9960000"
"Kerala Circle","Kochi Region","Idukki Division","Peruvanthanam SO","685532","PO","Delivery","IDUKKI","KERALA","9.3300000","76.5500000"
"Kerala Circle","Kochi Region","Idukki Division","Vandanmettu SO","685551","PO","Delivery","IDUKKI","KERALA","9.7296389","77.1542500"
"Kerala Circle","Kochi Region","Idukki Division","Karimkunnam SO","685586","PO","Delivery","IDUKKI","KERALA","9.8559722","76.6845833"
"Kerala Circle","Kochi Region","Idukki Division","Kudayathur SO","685590","PO","Delivery","IDUKKI","KERALA","9.8250556","76.7907500"
"Kerala Circle","Kochi Region","Idukki Division","Parathode SO Idukki","685571","PO","Delivery","IDUKKI","KERALA","9.4100000","76.5400000"
"Kerala Circle","Kochi Region","Idukki Division","Rajakad SO","685566","PO","Delivery","IDUKKI","KERALA","9.9639722","77.1010278"
"Kerala Circle","Kochi Region","Idukki Division","Kanchiyar SO","685511","PO","Delivery","IDUKKI","KERALA","9.7318056","77.0679444"
"Kerala Circle","DivReportingCircle","Quilon Division","Chithara SO","691559","PO","Delivery","KOLLAM","KERALA","8.8100000","76.9700000"
"Kerala Circle","DivReportingCircle","Quilon Division","Madathara SO","691541","PO","Delivery","KOLLAM","KERALA","8.8200000","77.0100000"
"Kerala Circle","DivReportingCircle","Quilon Division","Valakom SO","691532","PO","Delivery","KOLLAM","KERALA","8.9600000","76.8400000"
"Kerala Circle","DivReportingCircle","Quilon Division","Kavanad SO","691003","PO","Delivery","KOLLAM","KERALA","8.9100000","76.5600000"
"Kerala Circle","DivReportingCircle","Quilon Division","Kollam Bazar SO","691001","PO","Non Delivery","KOLLAM","KERALA","8.8800000","76.5800000"
"Kerala Circle","DivReportingCircle","Quilon Division","Mukathala SO","691577","PO","Delivery","KOLLAM","KERALA","8.9000000","76.6700000"
"Kerala Circle","DivReportingCircle","Quilon Division","Nedungolam SO","691334","PO","Delivery","KOLLAM","KERALA","8.8400000","76.6800000"
"Kerala Circle","DivReportingCircle","Quilon Division","Pallithottam SO","691006","PO","Delivery","KOLLAM","KERALA","8.8700000","76.5900000"
"Kerala Circle","DivReportingCircle","Quilon Division","T K M College SO","691005","PO","Delivery","KOLLAM","KERALA","8.9100000","76.6300000"
"Kerala Circle","DivReportingCircle","Quilon Division","Thattamala SO","691020","PO","Delivery","KOLLAM","KERALA","8.8700000","76.6400000"
"Kerala Circle","DivReportingCircle","Quilon Division","Thekkevila SO","691016","PO","Delivery","KOLLAM","KERALA","8.8600000","76.6100000"
"Kerala Circle","DivReportingCircle","Quilon Division","Thevally SO","691009","PO","Delivery","KOLLAM","KERALA","8.8900000","76.5800000"
"Kerala Circle","DivReportingCircle","Quilon Division","Umayanallur I E SO","691589","PO","Delivery","KOLLAM","KERALA","8.8700000","76.6600000"
"Kerala Circle","DivReportingCircle","Quilon Division","Karingannur SO","691516","PO","Delivery","KOLLAM","KERALA","8.8700000","76.7900000"
"Kerala Circle","DivReportingCircle","Quilon Division","Kulakada SO","691521","PO","Delivery","KOLLAM","KERALA","9.0800000","76.7500000"
"Kerala Circle","DivReportingCircle","Quilon Division","Nilamel SO","691535","PO","Delivery","KOLLAM","KERALA","8.8300000","76.8800000"
"Kerala Circle","DivReportingCircle","Quilon Division","Odanavattom SO","691512","PO","Delivery","KOLLAM","KERALA","8.9500000","76.7700000"
"Kerala Circle","DivReportingCircle","Quilon Division","Pulamon SO","691531","PO","Delivery","KOLLAM","KERALA","9.0000000","76.7800000"
"Kerala Circle","Kochi Region","Trichur Division","Kuruchikkara SO","680028","PO","Delivery","THRISSUR","KERALA","10.5020556","76.2025278"
"Kerala Circle","Kochi Region","Trichur Division","Kuttur SO Thrissur","680013","PO","Delivery","THRISSUR","KERALA","10.5020556","76.2025278"
"Kerala Circle","Kochi Region","Trichur Division","Mannuthy SO","680651","PO","Delivery","THRISSUR","KERALA","9.5846111","76.3845278"
"Kerala Circle","Kochi Region","Trichur Division","MundurTC SO","680541","PO","Delivery","THRISSUR","KERALA","10.5020556","76.2025278"
"Kerala Circle","Kochi Region","Trichur Division","Ollur SO","680306","PO","Delivery","THRISSUR","KERALA","9.9354167","76.4012500"
"Kerala Circle","Kochi Region","Trichur Division","Puranattukara SO","680551","PO","Delivery","THRISSUR","KERALA","10.5323889","76.1613889"
"Kerala Circle","Kochi Region","Trichur Division","Choondal SO","680502","PO","Delivery","THRISSUR","KERALA","10.5020556","76.2025278"
"Kerala Circle","Kochi Region","Trichur Division","Kanippayur SO","680517","PO","Delivery","THRISSUR","KERALA","10.3839110","76.0505640"
"Kerala Circle","Kochi Region","Trichur Division","Karikkad SO","680519","PO","Delivery","THRISSUR","KERALA","10.6948611","76.0800833"
"Kerala Circle","Kochi Region","Trichur Division","Paluvai SO","680522","PO","Delivery","THRISSUR","KERALA","10.5020556","76.2025278"
"Kerala Circle","Kochi Region","Trichur Division","Punnayurkulam SO","679561","PO","Delivery","THRISSUR","KERALA","10.6762222","75.9937778"
"Kerala Circle","Kochi Region","Trichur Division","Thozhiyur SO","680520","PO","Delivery","THRISSUR","KERALA","10.6289350","76.0226640"
"Kerala Circle","Kochi Region","Trichur Division","Ammadam SO","680563","PO","Delivery","THRISSUR","KERALA","10.4588889","76.1913333"
"Kerala Circle","Kochi Region","Trichur Division","Anthikad SO","680641","PO","Delivery","THRISSUR","KERALA","9.2008889","76.5672778"
"Kerala Circle","Kochi Region","Trichur Division","Aranattukara SO","680618","PO","Delivery","THRISSUR","KERALA","10.5020556","76.2025278"
"Kerala Circle","Kochi Region","Trichur Division","Ayyanthole SO","680003","PO","Delivery","THRISSUR","KERALA","10.5242500","76.1894722"
"Kerala Circle","DivReportingCircle","Tiruvalla Division","Mallappally West SO","689585","PO","Delivery","PATHANAMTHITTA","KERALA","9.4395000","76.6569444"
"Kerala Circle","DivReportingCircle","Tiruvalla Division","Perumpatty SO","689592","PO","Delivery","PATHANAMTHITTA","KERALA","9.3700000","76.5600000"
"Kerala Circle","DivReportingCircle","Tiruvalla Division","Valanjavattom SO","689104","PO","Delivery","PATHANAMTHITTA","KERALA","9.4900000","76.2200000"
"Kerala Circle","DivReportingCircle","Tiruvalla Division","Vallamkulam SO","689541","PO","Delivery","PATHANAMTHITTA","KERALA","9.1900000","76.6800000"
"Kerala Circle","DivReportingCircle","Tiruvalla Division","Ala SO Alappuzha","689126","PO","Delivery","ALAPPUZHA","KERALA","9.2848840","76.6123880"
"Kerala Circle","DivReportingCircle","Tiruvalla Division","Puliyoor SO","689510","PO","Delivery","ALAPPUZHA","KERALA","9.3028620","76.5863880"
"Kerala Circle","DivReportingCircle","Tiruvalla Division","Puthencavu SO","689123","PO","Delivery","ALAPPUZHA","KERALA","9.3208800","76.6326070"
"Kerala Circle","DivReportingCircle","Tiruvalla Division","Veliyanadu SO","689590","PO","Delivery","ALAPPUZHA","KERALA","9.5700000","76.9700000"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Santhigiri SO","695589","PO","Delivery","THIRUVANANTHAPURAM","KERALA","7.4525800","75.2341100"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Sreenivasapuram SO","695145","PO","Delivery","THIRUVANANTHAPURAM","KERALA","8.7353056","76.7351667"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","StXaviers College SO","695586","PO","Delivery","THIRUVANANTHAPURAM","KERALA","8.5736765","76.8495128"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Karikkakom SO","695021","PO","Delivery","THIRUVANANTHAPURAM","KERALA","8.8307778","76.1632500"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Kulathur SO Thiruvananthapuram","695583","PO","Delivery","THIRUVANANTHAPURAM","KERALA","8.5240841","76.8742188"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Nalanchira SO","695015","PO","Delivery","THIRUVANANTHAPURAM","KERALA","8.5453056","76.9450278"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Public Office SO Thiruvananthapuram","695033","PO","Non Delivery","THIRUVANANTHAPURAM","KERALA","8.5100000","76.9600000"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Sreekaryam SO","695017","PO","Delivery","THIRUVANANTHAPURAM","KERALA","8.5524167","76.9153611"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Thiruvananthapuram  Medical College SO","695011","PO","Delivery","THIRUVANANTHAPURAM","KERALA","8.8307778","76.1632500"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Vallakkadavoo SO","695008","PO","Delivery","THIRUVANANTHAPURAM","KERALA","8.4818611","76.9375833"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Vanchiyoor Junction SO","695035","PO","Non Delivery","THIRUVANANTHAPURAM","KERALA","8.4900000","76.9400000"
"Kerala Circle","DivReportingCircle","Trivandrum North Division","Vattappara SO","695028","PO","Delivery","THIRUVANANTHAPURAM","KERALA","8.3533550","76.5359550"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Aralumoodu SO","695123","PO","Delivery","THIRUVANANTHAPURAM","KERALA","8.4163056","77.0602500"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Chenkal SO","695132","PO","Delivery","THIRUVANANTHAPURAM","KERALA","8.3675240","77.0988940"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Dhanuvachapuram SO","695503","PO","Delivery","THIRUVANANTHAPURAM","KERALA","8.6419722","77.2257778"
"Kerala Circle","DivReportingCircle","Trivandrum South Division","Kanjiramkulam SO","695524","PO","Delivery","THIRUVANANTHAPURAM","KERALA","8.3591667","77.0532778"
"Kerala Circle","DivReportingCircle","Tiruvalla Division","Aranmula SO","689533","PO","Delivery","PATHANAMTHITTA","KERALA","9.3264960","76.6839900"
"Kerala Circle","DivReportingCircle","Tiruvalla Division","Edayarnmula SO","689532","PO","Delivery","PATHANAMTHITTA","KERALA","9.3244520","76.6767400"
"Kerala Circle","Calicut Region","Tirur Division","Tayyalingal SO","676320","PO","Delivery","MALAPPURAM","KERALA","10.9777197","75.8787006"
"Kerala Circle","Kochi Region","Ernakulam Division","Palarivattom SO","682025","PO","Delivery","ERNAKULAM","KERALA","10.0021667","76.3043889"
"Kerala Circle","Kochi Region","Ernakulam Division","Rajagiri Valley SO","682039","PO","Delivery","ERNAKULAM","KERALA","10.1102222","76.3595833"
"Kerala Circle","Kochi Region","Ernakulam Division","Tripunithura Fort SO","682301","PO","Non Delivery","ERNAKULAM","KERALA","9.9440000","76.3460278"
"Kerala Circle","Kochi Region","Ernakulam Division","Vadavucode SO","682310","PO","Delivery","ERNAKULAM","KERALA","9.9851944","76.4291667"
"Kerala Circle","Kochi Region","Ernakulam Division","International Business Centre IBC","682050","PO","Delivery","ERNAKULAM","KERALA","9.9816360","76.2998840"
"Kerala Circle","Kochi Region","Ernakulam Division","KULAYATTIKKARA","682317","PO","Delivery","ERNAKULAM","KERALA","9.8576050","76.4169931"
"Kerala Circle","Kochi Region","Ernakulam Division","Elamkunnapuzha SO","682503","PO","Delivery","ERNAKULAM","KERALA","10.0192778","76.2274167"
"Kerala Circle","Kochi Region","Ernakulam Division","Kochi Naval Base SO","682004","PO","Delivery","ERNAKULAM","KERALA","9.9345278","76.7508889"
"Kerala Circle","Kochi Region","Ernakulam Division","Mattancherry SO","682002","PO","Delivery","ERNAKULAM","KERALA","9.9592500","76.2584444"
"Kerala Circle","Kochi Region","Ernakulam Division","Thoppumpady SO","682005","PO","Delivery","ERNAKULAM","KERALA","9.9353889","76.2584167"
"Kerala Circle","Calicut Region","Tirur Division","Alankode SO","679585","PO","Delivery","MALAPPURAM","KERALA","10.7530593","76.0357329"
"Kerala Circle","Calicut Region","Tirur Division","Eramangalam SO","679587","PO","Delivery","MALAPPURAM","KERALA","10.7151823","75.9784036"
"Kerala Circle","Calicut Region","Tirur Division","KaladiMLP SO","679582","PO","Delivery","MALAPPURAM","KERALA","10.8263089","75.9930002"
"Kerala Circle","Calicut Region","Tirur Division","Marancheri SO","679581","PO","Delivery","MALAPPURAM","KERALA","10.7318362","75.9755907"
"Kerala Circle","Calicut Region","Tirur Division","Tavanur SO","679573","PO","Delivery","MALAPPURAM","KERALA","10.8487406","76.0079965"
"Kerala Circle","Calicut Region","Tirur Division","Abdurahiman Nagar SO","676305","PO","Delivery","MALAPPURAM","KERALA","11.0667676","75.9406060"
"Kerala Circle","Calicut Region","Tirur Division","Edarikode SO","676501","PO","Delivery","MALAPPURAM","KERALA","10.9939088","75.9804045"
"Kerala Circle","Calicut Region","Tirur Division","Irimbiliyam SO","679572","PO","Delivery","MALAPPURAM","KERALA","10.8646600","76.0979202"
"Kerala Circle","Calicut Region","Tirur Division","Kuttayi SO","676562","PO","Delivery","MALAPPURAM","KERALA","10.8487310","75.9013193"
"Kerala Circle","Calicut Region","Tirur Division","MangalamMLP SO","676561","PO","Delivery","MALAPPURAM","KERALA","10.8492424","75.9215181"
"Kerala Circle","Calicut Region","Tirur Division","Paravanna SO","676502","PO","Delivery","MALAPPURAM","KERALA","10.9019479","75.8911550"
"Kerala Circle","Calicut Region","Thalassery Division","Chittariparamba SO","670650","PO","Delivery","KANNUR","KERALA","11.7533680","75.4909120"
"Kerala Circle","Calicut Region","Thalassery Division","Eranholi SO","670107","PO","Delivery","KANNUR","KERALA","11.7533680","75.4909120"
"Kerala Circle","Calicut Region","Thalassery Division","Mattanur SO","670702","PO","Delivery","KANNUR","KERALA","11.7533680","75.4909120"
"Kerala Circle","Calicut Region","Thalassery Division","Nettur SO Kannur","670105","PO","Delivery","KANNUR","KERALA","11.7533680","75.4909120"
"Kerala Circle","Calicut Region","Thalassery Division","Palayad SO","670661","PO","Delivery","KANNUR","KERALA","11.7533680","75.4909120"
"Kerala Circle","Calicut Region","Thalassery Division","Payam SO","670704","PO","Delivery","KANNUR","KERALA","11.7533680","75.4909120"
"Kerala Circle","Calicut Region","Thalassery Division","Dharmadam SO","670106","PO","Delivery","KANNUR","KERALA","11.7533680","75.4909120"
"Kerala Circle","Calicut Region","Thalassery Division","Iritty SO","670703","PO","Delivery","KANNUR","KERALA","11.7533680","75.4909120"
"Kerala Circle","Calicut Region","Thalassery Division","Kiliyanthara SO","670706","PO","Delivery","KANNUR","KERALA","11.7533680","75.4909120"
"Kerala Circle","Calicut Region","Thalassery Division","Kuthuparamba SO","670643","PO","Delivery","KANNUR","KERALA","11.7533680","75.4909120"
"Kerala Circle","Calicut Region","Thalassery Division","Olavilam SO","673313","PO","Delivery","KANNUR","KERALA","11.7533680","75.4909120"
"Kerala Circle","Calicut Region","Thalassery Division","Pathayakunnu SO","670691","PO","Delivery","KANNUR","KERALA","11.7533680","75.4909120"
"Kerala Circle","Calicut Region","Thalassery Division","Peravoor SO","670673","PO","Delivery","KANNUR","KERALA","11.7533680","75.4909120"
"Kerala Circle","Calicut Region","Thalassery Division","Peringathur SO","670675","PO","Delivery","KANNUR","KERALA","11.7533680","75.4909120"
"Kerala Circle","Calicut Region","Thalassery Division","Ponniam West SO","670641","PO","Delivery","KANNUR","KERALA","11.7533680","75.4909120"
"Kerala Circle","Calicut Region","Thalassery Division","Tiruvangad SO","670103","PO","Delivery","KANNUR","KERALA","11.7533680","75.4909120"
"Kerala Circle","Calicut Region","Thalassery Division","Ummenchira SO","670649","PO","Delivery","KANNUR","KERALA","11.7533680","75.4909120"
"Kerala Circle","Calicut Region","Palghat Division","Melarcode SO","678703","PO","Delivery","PALAKKAD","KERALA","10.6421850","76.5448260"
"Kerala Circle","Calicut Region","Palghat Division","Peringottukurussi SO","678574","PO","Delivery","PALAKKAD","KERALA","10.6421850","76.5448260"
"Kerala Circle","Calicut Region","Palghat Division","Perinkulam SO","678542","PO","Delivery","PALAKKAD","KERALA","10.6421850","76.5448260"
"Kerala Circle","Calicut Region","Palghat Division","Tolanur SO","678722","PO","Delivery","PALAKKAD","KERALA","10.6421850","76.5448260"
"Kerala Circle","Calicut Region","Palghat Division","Vandali SO","678706","PO","Delivery","PALAKKAD","KERALA","10.6421850","76.5448260"
"Kerala Circle","Calicut Region","Palghat Division","Ambikapuram SO Palakkad","678011","PO","Delivery","PALAKKAD","KERALA","10.7995710","76.6423180"
"Kerala Circle","Calicut Region","Palghat Division","Kottekkad SO","678732","PO","Delivery","PALAKKAD","KERALA","10.7995710","76.6423180"
"Kerala Circle","Calicut Region","Palghat Division","Palakkad College SO","678001","PO","Non Delivery","PALAKKAD","KERALA","76.6476903","10.8081190"
"Kerala Circle","Calicut Region","Palghat Division","Pallipuram PG SO","678006","PO","Delivery","PALAKKAD","KERALA","10.7995710","76.6423180"
"Kerala Circle","Calicut Region","Palghat Division","Parambikulam SO","678661","PO","Delivery","PALAKKAD","KERALA","10.7995710","76.6423180"
"Kerala Circle","Calicut Region","Palghat Division","Coyalmanna SO","678702","PO","Delivery","PALAKKAD","KERALA","10.6421850","76.5448260"
"Kerala Circle","Calicut Region","Palghat Division","Kannambra SO","678686","PO","Delivery","PALAKKAD","KERALA","10.6421850","76.5448260"
"Kerala Circle","Calicut Region","Palghat Division","Mudappallur SO","678705","PO","Delivery","PALAKKAD","KERALA","10.6421850","76.5448260"
"Kerala Circle","Calicut Region","Palghat Division","Muthalamada SO","678507","PO","Delivery","PALAKKAD","KERALA","10.6421850","76.5448260"
"Kerala Circle","Calicut Region","Palghat Division","Pallassana SO","678505","PO","Delivery","PALAKKAD","KERALA","10.6421850","76.5448260"
"Kerala Circle","Calicut Region","Palghat Division","Pallavur SO","678688","PO","Delivery","PALAKKAD","KERALA","10.6421850","76.5448260"
"Kerala Circle","Calicut Region","Palghat Division","Vadakkancherry MBR SO","678683","PO","Delivery","PALAKKAD","KERALA","10.6421850","76.5448260"
"Kerala Circle","Calicut Region","Palghat Division","Chokkanathapuram SO","678005","PO","Delivery","PALAKKAD","KERALA","10.7995710","76.6423180"
"Kerala Circle","Calicut Region","Palghat Division","Keralasseri SO","678641","PO","Delivery","PALAKKAD","KERALA","10.7995710","76.6423180"
"Kerala Circle","Calicut Region","Palghat Division","Malampuzha Dam SO","678651","PO","Delivery","PALAKKAD","KERALA","10.7995710","76.6423180"
"Kerala Circle","Calicut Region","Palghat Division","Mankarai SO","678613","PO","Delivery","PALAKKAD","KERALA","10.7995710","76.6423180"
"Kerala Circle","Calicut Region","Vadakara Division","Edakulam  Koyilandi SO","673306","PO","Delivery","KOZHIKODE","KERALA","11.4020260","75.7638550"
"Kerala Circle","Calicut Region","Vadakara Division","Perampra SO","673525","PO","Delivery","KOZHIKODE","KERALA","11.4020260","75.7638550"
"Kerala Circle","Calicut Region","Vadakara Division","Peruvannamuzhi SO","673528","PO","Delivery","KOZHIKODE","KERALA","11.4020260","75.7638550"
"Kerala Circle","Calicut Region","Vadakara Division","Chombala SO","673308","PO","Delivery","KOZHIKODE","KERALA","11.6081680","75.5917100"
"Kerala Circle","Calicut Region","Vadakara Division","Chorode SO","673106","PO","Delivery","KOZHIKODE","KERALA","11.6081680","75.5917100"
"Kerala Circle","Calicut Region","Vadakara Division","Purameri SO","673503","PO","Delivery","KOZHIKODE","KERALA","11.6081680","75.5917100"
"Kerala Circle","Calicut Region","Vadakara Division","Thiruvallur SO","673541","PO","Delivery","KOZHIKODE","KERALA","11.6081680","75.5917100"
"Kerala Circle","Calicut Region","Vadakara Division","Vadakara Beach SO","673103","PO","Delivery","KOZHIKODE","KERALA","11.6081680","75.5917100"
"Kerala Circle","Calicut Region","Vadakara Division","Villyappalli SO","673542","PO","Delivery","KOZHIKODE","KERALA","11.6081680","75.5917100"
"Kerala Circle","Calicut Region","Tirur Division","Tanalur SO","676307","PO","Delivery","MALAPPURAM","KERALA","10.9612715","75.8939975"
"Kerala Circle","Calicut Region","Tirur Division","Thekkummuri SO","676105","PO","Delivery","MALAPPURAM","KERALA","10.9077187","76.2937832"
"Kerala Circle","Calicut Region","Tirur Division","Tirunavaya SO","676301","PO","Delivery","MALAPPURAM","KERALA","10.8986776","75.9985693"
"Kerala Circle","Calicut Region","Tirur Division","Tirurangadi SO","676306","PO","Delivery","MALAPPURAM","KERALA","11.0417887","75.9132525"
"Kerala Circle","Calicut Region","Tirur Division","Trikkandiyur SO","676104","PO","Delivery","MALAPPURAM","KERALA","10.9087669","75.9232950"
"Kerala Circle","Calicut Region","Tirur Division","Valakolam SO","676508","PO","Delivery","MALAPPURAM","KERALA","11.0079686","75.9773040"
"Kerala Circle","Kochi Region","Idukki Division","Nedumkandam SO","685553","PO","Delivery","IDUKKI","KERALA","9.8382778","77.1594167"
"Kerala Circle","Kochi Region","Idukki Division","Vandiperiyar SO","685533","PO","Delivery","IDUKKI","KERALA","9.5692222","77.0862500"
"Kerala Circle","Kochi Region","Idukki Division","Chithirapuram SO","685565","PO","Delivery","IDUKKI","KERALA","10.0261111","77.0499167"
"Kerala Circle","Kochi Region","Idukki Division","Devikulam SO","685613","PO","Delivery","IDUKKI","KERALA","10.0668889","77.1210278"
"Kerala Circle","Kochi Region","Idukki Division","Karimannoor SO","685581","PO","Delivery","IDUKKI","KERALA","9.9183333","76.7815556"
"Kerala Circle","Kochi Region","Idukki Division","Moolamattom SO","685589","PO","Delivery","IDUKKI","KERALA","9.7903333","76.8533333"
"Kerala Circle","Kochi Region","Idukki Division","Munnar SO","685612","PO","Delivery","IDUKKI","KERALA","10.0881389","77.0601389"
"Kerala Circle","Kochi Region","Idukki Division","Muttom EK SO","685587","PO","Delivery","IDUKKI","KERALA","9.5000000","76.4400000"
"Kerala Circle","Calicut Region","Kasaragod Division","Parappa SO","671533","PO","Delivery","KASARAGOD","KERALA","12.3321150","75.0966200"
"Kerala Circle","Calicut Region","Kasaragod Division","Thuruthi SO","671351","PO","Delivery","KASARAGOD","KERALA","12.3321150","75.0966200"
"Kerala Circle","Calicut Region","Kasaragod Division","Trikarpur SO","671310","PO","Delivery","KASARAGOD","KERALA","12.3321150","75.0966200"
"Kerala Circle","Kochi Region","Trichur Division","Chavakkad SO","680506","PO","Delivery","THRISSUR","KERALA","10.5806667","76.0250278"
"Kerala Circle","Kochi Region","Trichur Division","Edakkaliyur SO","680515","PO","Delivery","THRISSUR","KERALA","10.3714560","75.5944400"
"Kerala Circle","Kochi Region","Trichur Division","Guruvayur Temple SO","680101","PO","Non Delivery","THRISSUR","KERALA","10.5945510","76.0393590"
"Kerala Circle","Kochi Region","Trichur Division","Kattakampal SO","680544","PO","Delivery","THRISSUR","KERALA","10.4111840","76.0212770"
